Name,Sport,Age,Height (cm),Weight (kg),Sex
Sandro Sukno,Water Polo,22,200,93,M
Sa-Nee Kim,Volleyball,31,177,65,F
Sangeun Oh,Table Tennis,35,186,72,M
Sangjin Jung,Athletics,28,188,103,M
Sanita Puspure,Rowing,30,181,72,F
Sanja Jovanovic,Swimming,25,173,68,F
Sanja Starovic,Volleyball,29,194,96,F
Sanne Keizer,Beach Volleyball,27,180,71,F
Santiago Fernandez,Rowing,35,191,93,M
Santiago Freixa,Hockey,29,181,85,M
Santiago Giraldo,Tennis,24,188,75,M
Santiago Grillo,Sailing,25,183,73,M
Santiago Montelli,Hockey,24,165,71,M
Sanya Richards-Ross,Athletics,27,173,62,F
Saori Kimura,Volleyball,25,185,65,F
Saori Sakoda,Volleyball,24,175,64,F
Saori Yoshida,Wrestling,29,157,55,F
Sara Aerts,Athletics,28,182,64,F
Sara Alflaij,Swimming,17,170,72,F
Sara Algotsson Ostholt,Equestrian,37,162,55,F
Sara Bertolasi,Rowing,24,178,68,F
Sara Carmo,Sailing,25,176,65,F
Sara El Bekri,Swimming,25,172,64,F
Sara Errani,Tennis,25,164,58,F
Sara Goller,Beach Volleyball,28,180,69,F
Sara Hendershot,Rowing,24,180,75,F
Sara Isakovic,Swimming,24,173,61,F
Sara Joo,Swimming,17,170,58,F
Sara Mohamed Baraka,Rowing,20,164,56,F
Sara Moreira,Athletics,26,168,49,F
Sara Oliveira,Swimming,26,166,54,F
Sara Petersen,Athletics,25,171,58,F
Sara Ramirez,Table Tennis,24,163,50,F
Sara Winther,Sailing,30,164,67,F
Sarah Barrow,Diving,23,163,52,F
Sarah Clark,Judo,34,173,57,F
Sarah Cook,Rowing,27,189,76,F
Sarah Cowley,Athletics,28,176,67,F
Sarah Gray,Rowing,21,173,68,F
Sarah Groff,Triathlon,30,170,60,F
Sarah Guyot,Canoe Sprint,21,176,68,F
Sarah Hanffou,Table Tennis,25,163,65,F
Sarah Hargreaves,Handball,23,185,84,F
Sarah Lihan,Sailing,23,185,73,F
Sarah Menezes,Judo,22,154,48,F
Sarah Poewe,Swimming,29,175,71,F
Sarah Scherer,Shooting,21,170,63,F
Sarah Sjostrom,Swimming,18,186,70,F
Sarah Steyaert,Sailing,25,176,69,F
Sarah Tait,Rowing,29,180,70,F
Sarah Thomas,Hockey,31,163,59,F
Sarah Zelenka,Rowing,25,183,77,F
Sarah-Lynn Wells,Athletics,22,167,56,F
Saralee Thoungthongkam,Badminton,33,163,50,F
Sari Multala,Sailing,34,176,69,F
Sarolta Kovacs,Modern Pentathlon,21,167,59,F
Sarra Belhocine,Volleyball,17,176,58,F
Sarra Besbes,Fencing,23,175,62,F
Sarra Lajnef,Swimming,22,179,65,F
Saruba Colley,Athletics,23,145,56,F
Sarunas Jasikevicius,Basketball,36,192,92,M
Sasa Starovic,Volleyball,23,207,89,M
Sascha Heyer,Beach Volleyball,40,203,104,M
Sascha Klein,Diving,26,172,71,M
Sasha Kaun,Basketball,27,211,114,M
Sasha Mehmedovic,Judo,27,173,66,M
Saskia Clark,Sailing,32,176,68,F
Saskia de Jonge,Swimming,25,176,66,F
Saskia Loretta Van Erven Garcia,Fencing,24,170,64,F
Saso Taljat,Canoe Slalom,22,173,70,M
Satoko Suetsuna,Badminton,31,168,59,F
Satomi Kubokura,Athletics,30,161,52,F
Satomi Suzuki,Swimming,21,168,62,F
Satu Makela-Nummela,Shooting,41,169,63,F
Sau Wah So,Rowing,26,179,74,M
Saul Craviotto Rivero,Canoe Sprint,27,192,93,M
Saulius Ritter,Rowing,23,202,105,M
Savanah Leaf,Volleyball,18,183,73,F
Savannah King,Swimming,20,178,70,F
Savva Lika,Athletics,42,168,73,F
Sayaka Hirano,Table Tennis,27,158,54,F
Sayaka Sato,Badminton,21,171,70,F
Sayed Abdelmonem Sayed Hamed,Wrestling,23,170,60,M
Saziye Ivegin,Basketball,30,180,68,F
Schillonie Calvert,Athletics,24,135,54,F
Scott Brash,Equestrian,26,171,64,M
Scott Brennan,Rowing,29,193,93,M
Scott Dickens,Swimming,27,195,83,M
Scott Evans,Badminton,24,180,75,M
Scott Flanigan,Sailing,19,185,70,M
Scott Frandsen,Rowing,32,188,86,M
Scott Gault,Rowing,29,196,95,M
Scott Martin,Athletics,29,190,135,M
Scott Overall,Athletics,29,181,62,M
Scott Parsons,Canoe Slalom,33,178,73,M
Scott Weltz,Swimming,25,183,82,M
Sean Furey,Athletics,29,188,86,M
Sean King,Water Polo,23,193,91,M
Sean O'NEILL,Rowing,31,192,90,M
Sean Rooney,Volleyball,29,206,100,M
Sean Rosenthal,Beach Volleyball,32,193,88,M
Sean Ryder,Water Polo,25,188,94,M
Seba Chevallier,Beach Volleyball,25,193,88,M
Sebastiaan Verschuren,Swimming,23,193,83,M
Sebastian Bachmann,Fencing,25,182,71,M
Sebastian Bayer,Athletics,26,189,80,M
Sebastian Brendel,Canoe Sprint,24,192,92,M
Sebastian Fleischer,Sailing,18,179,69,M
Sebastian Jahnsen Madico,Swimming,21,179,72,M
Sebastian Marczak,Canoe Sprint,29,193,92,M
Sebastian Martos,Athletics,23,178,63,M
Sebastian Ostling,Sailing,28,180,72,M
Sebastian Prieto,Handball,25,187,80,M
Sebastian Rossi,Canoe Slalom,20,178,75,M
Sebastian Schmidt,Rowing,27,190,90,M
Sebastian Schwarz,Volleyball,26,197,95,M
Sebastian Simonet,Handball,26,190,95,M
Sebastian Sole,Volleyball,21,201,88,M
Sebastian Stoss,Swimming,26,193,90,M
Sebastian Villa Castaneda,Diving,20,164,54,M
Sebastiano Ranfagni,Swimming,26,205,91,M
Sebastien Edgar,Handball,21,182,76,M
Sebastien Jouve,Canoe Sprint,29,190,86,M
Sebastien Rousseau,Swimming,21,190,81,M
Sehryne Hennaoui,Volleyball,24,172,69,F
Seimone Augustus,Basketball,28,185,75,F
Seira Nakayama,Fencing,28,171,63,F
Seito Yamamoto,Athletics,20,178,66,M
Seiya Kishikawa,Table Tennis,25,168,68,M
Selcuk Cebi,Wrestling,30,170,74,M
Selim Hedoui,Handball,28,199,94,M
Selim Nurudeen,Athletics,29,190,77,M
Sema Aydemir-Apak,Athletics,26,169,54,F
Semen Antonov,Basketball,23,202,97,M
Semiha Mutlu,Athletics,25,168,55,F
Semoy Hackett,Athletics,23,173,61,F
Sena Cha,Hockey,26,162,58,F
Seon Mi Park,Hockey,30,164,59,F
Seongeun Kim,Athletics,23,164,47,F
Seonkwan Park,Swimming,21,183,71,M
Seonok Lee,Hockey,31,164,59,F
Seoyeong Kim,Swimming,18,163,52,F
Serena Williams,Tennis,30,178,73,F
Serge Ibaka,Basketball,22,208,107,M
Sergei Fesikov,Swimming,23,204,90,M
Sergei Kovalenko,Shooting,42,172,70,M
Sergei Martynov,Shooting,44,172,70,M
Sergej Zaikov,Athletics,24,190,76,M
Sergey Babikov,Shooting,44,173,91,M
Sergey Bakulin,Athletics,25,169,58,M
Sergey Bolshakov,Swimming,24,190,90,M
Sergey Fedorovtsev,Rowing,32,191,92,M
Sergey Gorovoy,Water Polo,36,192,105,M
Sergey Grankin,Volleyball,27,195,98,M
Sergey Gubarev,Water Polo,33,183,93,M
Sergey Karasev,Basketball,18,202,75,M
Sergey Kirdyapkin,Athletics,32,177,54,M
Sergey Krovyakov,Swimming,21,194,74,M
Sergey Kucheryanu,Athletics,27,184,71,M
Sergey Lim,Judo,24,164,66,M
Sergey Monya,Basketball,29,205,96,M
Sergey Morgunov,Athletics,19,178,70,M
Sergey Petukhov,Athletics,28,186,83,M
Sergey Prokopyev,Beach Volleyball,25,193,85,M
Sergey Richter,Shooting,23,180,79,M
Sergey Shubenkov,Athletics,21,190,75,M
Sergey Sviridov,Athletics,21,192,85,M
Sergey Tetyukhin,Volleyball,36,197,96,M
Serghei Marghiev,Athletics,19,195,93,M
Sergi Enrique,Hockey,24,174,69,M
Sergii Chykanov,Rowing,32,193,103,M
Sergii Frolov,Swimming,20,190,84,M
Sergii Gryn,Rowing,30,195,98,M
Sergio Llull,Basketball,24,190,94,M
Sergio Pessoa,Judo,23,168,60,M
Sergio Rodriguez,Basketball,26,190,82,M
Sergio Sanchez,Shooting,41,170,68,M
Sergio Santos,Volleyball,36,184,78,M
Sergiu Toma,Judo,25,180,81,M
Sergiy Bezugliy,Canoe Sprint,27,183,84,M
Sergiy Stakhovsky,Tennis,26,193,80,M
Serguei Fofanoff,Equestrian,43,178,74,M
Serhat Balci,Wrestling,30,177,96,M
Serhiy Budza,Athletics,27,180,70,M
Serhiy Drebot,Judo,25,170,66,M
Serhiy Kulish,Shooting,19,173,55,M
Serhiy Lebid,Athletics,37,180,65,M
Serhiy Smelyk,Athletics,25,178,71,M
Ser-Od Bat-Ochir,Athletics,30,170,60,M
Seth Kelsey,Fencing,30,193,95,M
Seul Ki Cheon,Hockey,23,166,72,F
Seun Adigun,Athletics,25,153,52,F
Seung Il Lee,Hockey,29,177,74,M
Seungchul Lee,Wrestling,24,174,60,M
Seungmin Ryu,Table Tennis,29,178,70,M
Severine Nebie,Judo,29,167,63,F
Seyeol Lee,Wrestling,21,180,84,M
Seyha Chan,Athletics,17,165,60,F
Sezer Huysuz,Judo,34,175,73,M
Shahar Peer,Tennis,25,170,60,F
Shahar Zubari,Sailing,25,176,70,M
Shaimaa Elgammal,Fencing,32,171,56,F
Shalane Flanagan,Athletics,31,165,48,F
Shalaya Kipp,Athletics,21,170,58,F
Shalva Gadabadze,Wrestling,28,178,96,M
Shana Cox,Athletics,27,172,65,F
Shane Brathwaite,Athletics,22,182,77,M
Shane Mangroo,Swimming,19,170,80,M
Shannon Rowbury,Athletics,27,165,52,F
Shannon Taylor,Hockey,25,173,66,F
Shannon Vreeland,Swimming,20,188,79,F
Shanshan Li,Basketball,25,177,70,F
Shao Chieh Cheng,Badminton,26,158,49,F
Shara Proctor,Athletics,23,165,60,F
Sharif Sharifov,Wrestling,23,180,84,M
Sharmin Ratna,Shooting,24,160,71,F
Sharolyn Scott,Athletics,28,167,64,F
Sharon Day,Athletics,27,180,73,F
Sharon van Rouwendaal,Swimming,18,172,64,F
Shaun de Jager,Athletics,21,186,68,M
Shauna Mullin,Beach Volleyball,27,178,70,F
Shaunae Miller,Athletics,18,185,69,F
Shaune Fraser,Swimming,24,186,86,M
Shea Buckner,Water Polo,25,193,98,M
Shea McAleese,Hockey,27,177,84,M
Shehab Younis,Swimming,24,193,78,M
Sheila Reid,Athletics,23,166,52,F
Sheilla Castro,Volleyball,29,187,67,F
Shelley Russell,Hockey,25,163,60,F
Shelly-Ann Fraser-Pryce,Athletics,25,152,57,F
Sheng Lei,Fencing,28,192,75,M
Sheng Mu Lee,Badminton,25,179,71,M
Shenjie Qieyang,Athletics,21,160,50,F
Sherab Zam,Archery,28,152,51,F
Shereefa Lloyd,Athletics,29,168,61,F
Shericka Williams,Athletics,26,167,54,F
Shermaine Williams,Athletics,22,173,64,F
Sherone Simpson,Athletics,27,175,59,F
Sherraine Schalm,Fencing,37,175,60,F
Sheryf El-Sheryf,Athletics,23,183,74,M
Shiho Nishioka,Fencing,23,169,60,F
Shiho Otsuka,Hockey,22,158,52,F
Shijia Wang,Swimming,18,173,62,F
Shinichi Yumoto,Wrestling,27,164,55,M
Shinji Takahira,Athletics,28,180,60,M
Shino Yamanaka,Modern Pentathlon,22,157,42,F
Shinobu Kitamoto,Canoe Sprint,35,163,60,F
Shinoona Salah Al-Habsi,Athletics,19,162,60,F
Shinta Mulia Sari,Badminton,24,164,58,F
Shintaro Ikeda,Badminton,31,175,71,M
Shipeng Wang,Basketball,29,198,90,M
Shitaye Eshete,Athletics,22,162,43,F
Shiwen Ye,Swimming,16,172,64,F
Sho Sasaki,Badminton,30,171,75,M
Sho Sotodate,Swimming,20,183,74,M
Shoji Sato,Badminton,29,168,60,M
Sholpan Kozhakhmetova,Athletics,21,168,57,F
Shona Thorburn,Basketball,29,178,64,F
Shota Iizuka,Athletics,21,185,78,M
Shreya Dhital,Swimming,17,163,54,F
Shuai Peng,Tennis,26,173,65,F
Shuai Zhang,Tennis,23,177,66,F
Shugen Wu,Judo,24,158,48,F
Shujin Li,Wrestling,30,164,55,M
Shun Wang,Swimming,18,192,74,M
Shuo Cao,Athletics,20,182,69,M
Shwe Zin Latt,Rowing,26,168,55,F
Sibusiso Matsenjwa,Athletics,24,180,81,M
Sidarka de los Milagros Nunez,Volleyball,28,180,62,F
Sideris Tasiadis,Canoe Slalom,22,179,79,M
Sidnei dos Santos Junior,Volleyball,30,203,98,M
Sidni Hoxha,Swimming,20,193,86,M
Sigrid Rondelez,Sailing,41,172,62,F
Siham Hilali,Athletics,26,160,48,F
Silas Kiplagat,Athletics,22,170,56,M
Silas Stafford,Rowing,26,193,94,M
Siling Yi,Shooting,23,165,54,F
Silja Kanerva,Sailing,27,166,67,F
Silja Lehtinen,Sailing,26,168,63,F
Silke Hormann,Canoe Sprint,26,163,56,F
Silke Lippok,Swimming,18,171,68,F
Silke Spiegelburg,Athletics,26,172,63,F
Silvia Navarro Jimenez,Handball,33,169,62,F
Silvia Panguana,Athletics,19,168,54,F
Silvia Salis,Athletics,26,179,76,F
Silvia Soler Espinosa,Tennis,24,169,61,F
Silvia Weissteiner,Athletics,33,163,47,F
Silvina D'elia,Hockey,26,173,69,F
Silvio Fernandez,Fencing,33,193,83,M
Silvio Schirrmeister,Athletics,23,193,82,M
Silviya Danekova,Athletics,29,165,50,F
Simao Morgado,Swimming,33,184,78,M
Simas Jasaitis,Basketball,30,201,87,M
Sime Fantela,Sailing,26,183,67,M
Simeon Williamson,Athletics,26,186,95,M
Simon Beyeler,Shooting,30,170,63,M
Simon Burnett,Swimming,29,189,82,M
Simon Child,Hockey,24,186,82,M
Simon de Cuyper,Triathlon,25,180,67,M
Simon Delestre,Equestrian,31,174,67,M
Simon Gougnard,Hockey,21,187,82,M
Simon Groteluschen,Sailing,25,194,84,M
Simon Niepmann,Rowing,27,180,71,M
Simon Orchard,Hockey,26,186,78,M
Simon Santoso,Badminton,27,172,63,M
Simon Schuerch,Rowing,21,185,74,M
Simon Terry,Archery,38,180,100,M
Simon Whitfield,Triathlon,37,177,70,M
Simona Abbate,Water Polo,28,171,64,F
Simona Baumrtova,Swimming,20,176,68,F
Simona Gherman,Fencing,27,170,55,F
Simona Gioli,Volleyball,34,185,70,F
Simona Halep,Tennis,20,170,61,F
Simona la Mantia,Athletics,29,177,64,F
Simona Marinova,Swimming,18,175,67,F
Simone Collio,Athletics,32,180,77,M
Simone Kuhn,Beach Volleyball,31,185,74,F
Simone Parodi,Volleyball,26,196,82,M
Simone Prutsch,Badminton,33,177,66,F
Simone Venier,Rowing,27,197,96,M
Sin Ying Au,Fencing,23,167,66,F
Sinan Sun,Hockey,23,168,70,F
Sinead Russell,Swimming,19,176,69,F
Sinkweon Jang,Athletics,29,182,76,M
Siobhan-Marie Oconnor,Swimming,16,173,60,F
Siraba Dembele,Handball,26,172,64,F
Sizwe Ndlovu,Rowing,31,185,72,M
Sjoerd Hamburger,Rowing,29,206,98,M
Sladana Perunovic,Athletics,28,167,54,F
Slavisa Dukanovic,Handball,33,190,97,M
Slawomir Kuczko,Swimming,27,183,80,M
Sled Dowabobo,Judo,29,174,73,M
Slobodan Nikic,Water Polo,29,194,105,M
Slobodan Soro,Water Polo,33,198,98,M
Snjezana Pejcic,Shooting,30,170,68,F
Snorri Steinn Gudjonsson,Handball,30,186,82,M
Sofia Arvidsson,Tennis,28,177,70,F
Sofia Assefa,Athletics,24,168,53,F
Sofia Ifadidou,Athletics,27,164,52,F
Sofia Maccari,Hockey,28,165,66,F
Sofia Mattsson,Wrestling,22,164,55,F
Sofia Padilla,Shooting,23,158,59,F
Sofia Paldanius,Canoe Sprint,33,180,74,F
Sofiane Milous,Judo,24,168,60,M
Sofya Konukh,Water Polo,32,173,61,F
Sofya Velikaya,Fencing,27,170,67,F
Sohsuke Takatani,Wrestling,23,177,74,M
Sol Ji Kim,Rowing,22,168,57,F
Sonata Tamosaityte,Athletics,25,172,58,F
Song Gao,Basketball,20,190,81,F
Song Liu,Table Tennis,40,170,61,M
Song Man Jang,Table Tennis,26,165,65,M
Song Nam Kim,Table Tennis,19,166,63,M
Song-Chol Pak,Athletics,27,170,60,M
Song-Yi Han,Volleyball,27,186,65,F
Sonia Asselah,Judo,20,175,78,F
Sonia Franquet,Shooting,32,173,55,F
Sonia Guadalupe,Basketball,26,188,77,F
Sonja Barjaktarovic,Handball,25,180,73,F
Sonja Basic,Handball,24,182,77,F
Sonja Pfeilschifter,Shooting,41,156,54,F
Sonja Roman,Athletics,33,169,53,F
Sonja Scheibl,Shooting,32,163,66,F
Soo Ji Jang,Hockey,24,163,62,F
Soo Jin Yang,Modern Pentathlon,23,165,51,F
Sook-Ja Lee,Volleyball,32,175,58,F
Sophie Allen,Swimming,20,170,65,F
Sophie Cox,Judo,30,160,52,F
Sophie Herbrecht,Handball,30,174,70,F
Sophie Hitchon,Athletics,21,170,74,F
Sophie Hosking,Rowing,26,165,57,F
Sophie Polkamp,Hockey,28,164,59,F
Sophie Smith,Water Polo,26,181,68,F
Sophie van Gestel,Beach Volleyball,21,180,65,F
Sophie Williams,Fencing,21,162,60,F
Sorana Cirstea,Tennis,22,177,63,F
Soraya Haddad,Judo,27,157,52,F
Soren Ludolph,Athletics,24,182,68,M
Soren Thompson,Fencing,31,191,88,M
Soslan Gattsiev,Wrestling,26,176,84,M
Soslan Tigiev,Wrestling,28,175,74,M
Soslan Tsirikhov,Athletics,27,195,125,M
Soso Jabidze,Wrestling,24,183,96,M
Sostene Moguenara,Athletics,22,180,66,F
Souad Ait Salem,Athletics,33,167,50,F
Soufiyan Bouqantar,Athletics,18,173,54,M
Soulmaz Abbasiazad,Rowing,28,173,60,F
Soumiya Labani,Athletics,37,168,54,F
Sparkle McKnight,Athletics,20,158,155,F
Spela Bohinc,Swimming,16,155,43,F
Spela Ponomarenko Janic,Canoe Sprint,30,169,65,F
Spenser Thomas Mango,Wrestling,26,157,55,M
Spiridon Lebesis,Athletics,25,190,91,M
Spyridon Gianniotis,Swimming,32,185,72,M
Srdjan Mrvaljevic,Judo,28,184,81,M
Stacey Michelsen,Hockey,21,173,66,F
Stacey Tadd,Swimming,23,181,74,F
Stacie Powell,Diving,26,167,61,F
Stanislas Wawrinka,Tennis,27,183,79,M
Stanislau Tsivonchyk,Athletics,27,182,79,M
Stanislav Bondarenko,Judo,24,198,118,M
Stanislav Jezek,Canoe Slalom,35,185,65,M
Stanislav Melnykov,Athletics,25,183,72,M
Stanka Zlateva Hristova,Wrestling,29,163,72,F
Stanley Gbagbeke,Athletics,23,190,79,M
Stany Delayre,Rowing,24,182,72,M
Steeve Guenot,Wrestling,26,172,66,M
Stef Collins,Basketball,29,167,63,F
Stefan Kollner,Modern Pentathlon,27,187,78,M
Stefan Mitrovic,Water Polo,24,194,85,M
Stefan Nilsson,Shooting,21,185,88,M
Stefan Nystrand,Swimming,30,193,85,M
Stefana Veljkovic,Volleyball,22,190,76,F
Stefania Pirozzi,Swimming,18,165,52,F
Stefanie Schwaiger,Beach Volleyball,25,183,70,F
Stefano Brecciaroli,Equestrian,37,178,78,M
Stefano Cipressi,Canoe Slalom,29,175,71,M
Stefano Tempesti,Water Polo,33,205,99,M
Stefanos Dimitriadis,Swimming,22,190,81,M
Stefanos Paparounas,Diving,22,172,61,M
Steffen Deibler,Swimming,25,185,79,M
Steffen Gebhardt,Modern Pentathlon,31,175,75,M
Steffen Justus,Triathlon,30,182,67,M
Steffen Peters,Equestrian,47,173,68,M
Steffen Uliczka,Athletics,28,180,65,M
Stella-Iro Ledaki,Athletics,24,170,60,F
Stepan Wagner,Athletics,30,187,79,M
Stepanka Hilgertova,Canoe Slalom,44,164,56,F
Stephan Feck,Diving,22,183,79,M
Stephan Krueger,Rowing,23,187,86,M
Stephane Christidis,Sailing,31,192,81,M
Stephane Clamens,Shooting,41,172,78,M
Stephanie Brown Trafton,Athletics,32,193,93,F
Stephanie de Groof,Hockey,21,172,70,F
Stephanie Dubois,Tennis,25,162,59,F
Stephanie Falzon,Athletics,29,168,70,F
Stephanie Hazard,Sailing,22,176,70,F
Stephanie Horner,Swimming,23,180,70,F
Stephanie Obermoser,Shooting,23,161,55,F
Stephanie Proud,Swimming,23,169,65,F
Stephanie Reilly,Athletics,34,155,46,F
Stephanie Rice,Swimming,24,176,67,F
Stephanie Schiller,Rowing,26,183,76,F
Stephanie Vogt,Tennis,22,165,63,F
Stephen Bird,Canoe Sprint,24,189,86,M
Stephen Jenness,Hockey,22,179,76,M
Stephen Kasprzyk,Rowing,30,201,99,M
Stephen Kiprotich,Athletics,23,172,56,M
Stephen Mokoka,Athletics,27,156,50,M
Stephen Rowbotham,Rowing,30,193,93,M
Stephen Saenz,Athletics,21,183,116,M
Stergios Papachristos,Rowing,23,190,88,M
Steve Darcis,Tennis,28,178,74,M
Steve Grotowski,Beach Volleyball,30,198,92,M
Steve Guerdat,Equestrian,30,182,68,M
Steven Edwards,Hockey,26,181,82,M
Steven Ferguson,Canoe Sprint,32,194,92,M
Steven Hooker,Athletics,30,187,85,M
Steven Kent,Swimming,24,180,80,M
Steven Larsson,Handball,31,195,95,M
Steven Lewis,Athletics,26,191,84,M
Steven Solomon,Athletics,19,186,73,M
Stevie Morrison,Sailing,33,178,77,M
Stina Gardell,Swimming,22,172,60,F
Stine Andersen,Shooting,27,169,75,F
Stine Nielsen,Shooting,21,161,81,F
Storm Uru,Rowing,27,190,72,M
Stuart Bithell,Sailing,25,186,80,M
Stuart Farquhar,Athletics,30,187,98,M
Stuart Hayes,Triathlon,33,188,72,M
Stuart Mcnay,Sailing,31,170,64,M
Stuart Stokes,Athletics,35,181,65,M
Sudket Prapakamol,Badminton,32,173,65,M
Sue Bird,Basketball,31,175,67,F
Sugoi Uriarte,Judo,28,169,66,M
Suguru Awaji,Fencing,23,174,67,M
Suhrob Khodjaev,Athletics,19,186,105,M
Suji Kim,Diving,14,149,44,F
Suk Hoon Cho,Hockey,27,177,70,M
Sulette Damons,Hockey,22,163,57,F
Sultan Haydar,Athletics,25,170,55,F
Sultana Frizell,Athletics,27,183,110,F
Sumiya Dorjsuren,Judo,21,162,57,F
Sun Hee Woo,Handball,34,172,56,F
Sunette Viljoen,Athletics,28,170,70,F
Sung Hoon Yoon,Hockey,29,177,73,M
Sung Hyun Ko,Badminton,25,179,69,M
Sung Jin Lee,Archery,27,165,60,F
Sungmin Cho,Sailing,25,177,68,M
Sung-Min Kim,Judo,25,190,127,M
Supanara Sukhasvasti N A,Athletics,20,190,72,M
Susan Egelstaff,Badminton,29,168,62,F
Susan Thorsgaard,Handball,23,188,80,F
Susana Escobar Torres,Swimming,24,172,60,F
Susannah Pyatt,Sailing,22,164,58,F
Susanne Boidin,Sailing,24,179,70,F
Susanne Hahn,Athletics,34,169,50,F
Susie Scanlan,Fencing,22,170,58,F
Sutiya Jiewchaloemmit,Shooting,26,166,60,F
Suwaibou Sanneh,Athletics,21,165,80,M
Su-Wei Hsieh,Tennis,26,170,55,F
Suyeon Back,Swimming,21,173,61,F
Suyoung Jung,Handball,26,184,78,M
Suzaan van Biljon,Swimming,24,178,66,F
Suzana Cebic,Volleyball,27,167,60,F
Suzana Lazovic,Handball,20,176,72,F
Suzanne Balogh,Shooting,39,166,89,F
Suzanne Stettinius,Modern Pentathlon,24,178,61,F
Suzy Batkovic,Basketball,31,193,89,F
Sven Coster,Sailing,33,182,67,M
Sven Knipphals,Athletics,26,189,90,M
Sven Riederer,Triathlon,31,182,69,M
Svenja Bazlen,Triathlon,28,174,58,F
Sverre Jakobsson,Handball,35,198,113,M
Svetlana Bolshakova,Athletics,27,178,68,F
Svetlana Feofanova,Athletics,32,160,49,F
Svetlana Germanovich,Rowing,25,179,69,F
Svetlana Kiseliova,Equestrian,40,175,65,F
Svetlana Kryuchkova,Volleyball,27,174,63,F
Svetlana Saenko,Wrestling,29,169,72,F
Svetlana Saykina,Athletics,27,182,90,F
Svetlana Shkolina,Athletics,26,187,61,F
Svetlana Shnitko,Sailing,25,176,74,F
Sviatlana Khakhlova,Swimming,27,175,61,F
Sviatlana Kouhan,Athletics,31,163,51,F
Sviatlana Kudzelich,Athletics,25,170,52,F
Sviatlana Siarova,Athletics,25,178,92,F
Sviatlana Usovich,Athletics,31,165,54,F
Svitlana Shmidt,Athletics,22,167,52,F
Swann Oberson,Swimming,26,183,65,F
Swin Cash,Basketball,32,183,77,F
Sycerika Mcmahon,Swimming,17,170,60,F
Sylvia Fowles,Basketball,26,196,91,F
Sylvia Jebiwott Kibet,Athletics,28,167,46,F
Sylwia Bogacka,Shooting,30,162,55,F
Sylwia Gawlikowska,Modern Pentathlon,29,176,61,F
Sylwia Gruchala,Fencing,30,172,65,F
Sylwia Lewandowska,Rowing,21,169,69,F
Sytske de Groot,Rowing,26,180,72,F
Szabolcs Zubai,Handball,28,193,93,M
Szu-Yu Chen,Table Tennis,19,163,56,F
Szymon Staskiewicz,Modern Pentathlon,25,185,79,M
Szymon Ziolkowski,Athletics,36,192,120,M
Tabarie Henry,Athletics,24,185,77,M
Tadas Suskevicius,Athletics,27,176,65,M
Tae Hoon Lee,Sailing,26,180,76,M
Taehwan Park,Swimming,22,183,76,M
Tagir Khaibulaev,Judo,28,176,100,M
Taha Akgul,Wrestling,21,192,120,M
Tahmina Kohistani,Athletics,23,160,52,F
Taimuraz Tigiyev,Wrestling,30,167,96,M
Taine Paton,Hockey,23,175,72,M
Taizo Sugitani,Equestrian,36,170,63,M
Takaharu Furukawa,Archery,27,174,81,M
Takahiro Nakai,Judo,21,175,81,M
Takamasa Anai,Judo,27,187,100,M
Takao Isokawa,Wrestling,28,178,96,M
Takayuki Kishimoto,Athletics,22,170,60,M
Takayuki Tanii,Athletics,29,167,57,M
Takayuki Yumira,Equestrian,31,172,66,M
Takeshi Matsuda,Swimming,28,184,85,M
Taki Mrabet,Swimming,23,178,78,M
Takumi Kuki,Athletics,20,170,64,M
Takumi Saito,Athletics,19,178,61,M
Takuro Fujii,Swimming,27,184,77,M
Takuya Haneda,Canoe Slalom,25,175,67,M
Talal Alrashidi,Shooting,19,176,70,M
Tales Cerdeira,Swimming,25,183,77,M
Talita Baqlah,Swimming,16,170,60,F
Tamara Echegoyen Dominguez,Sailing,28,174,72,F
Tamara Vega,Modern Pentathlon,19,157,55,F
Tamari Miyashiro,Volleyball,25,170,75,F
Tamas Kasas,Water Polo,36,200,97,M
Tamas Kazi,Athletics,27,180,68,M
Tamas Kovacs,Athletics,28,179,62,M
Tamas Kulifai,Canoe Sprint,23,187,82,M
Tamas Lorincz,Wrestling,25,173,66,M
Tamas Madarasz,Judo,25,190,90,M
Tamas Mocsai,Handball,33,196,95,M
Tamas Varga,Rowing,34,184,72,M
Tamas Varga,Water Polo,37,201,105,M
Tameka Williams,Athletics,22,165,59,F
Tamika Catchings,Basketball,33,188,77,F
Tamir Andryei,Swimming,26,181,80,M
Tamira Paszek,Tennis,21,165,62,F
Tamsin Hinchley,Beach Volleyball,32,193,74,F
Tandara Caixeta,Volleyball,23,184,87,F
Tanel Laanmae,Athletics,22,184,89,M
Tania Cagnotto,Diving,27,160,54,F
Tania di Mario,Water Polo,33,168,59,F
Tania Elias Calles,Sailing,33,165,66,F
Tanith Maxwell,Athletics,36,169,53,F
Tanja Smid,Swimming,22,172,60,F
Tanoh Benie,Wrestling,18,163,48,F
Tanyaporn Prucksakorn,Shooting,22,168,70,F
Tao Wang,Shooting,29,170,76,M
Taoufik Makhloufi,Athletics,24,176,70,M
Tapio Nirkko,Sailing,27,194,96,M
Tara Pacheco,Sailing,23,165,58,F
Taras Khtey,Volleyball,30,205,109,M
Tarek Ayad,Fencing,25,180,75,M
Tarek Aziz Benaissa,Wrestling,21,172,60,M
